ID,Geogname,Gender,Age,All Cancers,Head and Neck,Lip,Tongue,"Mouth, Other",Pharynx and Tonsil,Paranasal Sinuses,Larynx,Gastro - Intestinal,Esophagus,Stomach,Small Bowel,Colon and Rectum,Liver and Biliary Tract,Pancreas,Peritoneum and GI Unspecified,Respiratory,"Lung,Trachea and Bronchus","Mediastinum, Pleura",Breast,Breast2,Skin and Melanoma,Melanoma of Skin,Other Skin,Gynecological,Cervix,Body of Uterus,Ovary,Other Female Genital,Genito - Urinary,Testis,Penis and Male Genital Unspecified,Bladder,"Kidney, Ureter and Other Urinary",Lymphomas,Non-Hodgkin's Lymphoma,Hodgkin's Lymphoma,Hematologic,Multiple Myeloma,Leukemia,Miscellaneous Proliferative,Other,Eye and Lacrimal Gland,Brain,"Meninges, Spinal Cord and other CNS",Thyroid,Other Endocrine,Bone and Connective Tissue,Other and Ill Defined Sites,Unknown Primary,Prostate
226,Guysborough County,Male,35 - 64,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
227,Guysborough County,Male,65 -74,40,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,Guysborough County,Male,75 +,120,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
229,Guysborough County,Male,Total,180,15,0,0,0,0,0,0,40,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,60,0,0,0,0,5,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
230,Guysborough County,Total,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,Guysborough County,Total,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,Guysborough County,Total,35 - 64,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
233,Guysborough County,Total,65 -74,65,5,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,10,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
234,Guysborough County,Total,75 +,210,10,0,0,0,0,0,0,50,0,0,0,0,0,0,0,40,0,0,20,0,5,0,0,5,0,0,0,0,45,0,0,0,0,5,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
235,Guysborough County,Total,Total,325,20,0,0,0,0,0,0,70,0,0,0,0,0,0,0,60,0,0,40,0,5,0,0,15,0,0,0,0,60,0,0,0,0,10,0,0,15,0,0,0,30,0,0,0,0,0,0,0,0,0
236,Antigonish County,Female,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237,Antigonish County,Female,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
238,Antigonish County,Female,35 - 64,40,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,20,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
239,Antigonish County,Female,65 -74,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,20,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,Antigonish County,Female,75 +,120,0,0,0,0,0,0,0,40,0,0,0,0,0,0,0,20,0,0,25,0,5,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
241,Antigonish County,Female,Total,210,5,0,0,0,0,0,0,50,0,0,0,0,0,0,0,30,0,0,65,0,5,0,0,20,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
242,Antigonish County,Male,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
243,Antigonish County,Male,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
244,Antigonish County,Male,35 - 64,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
245,Antigonish County,Male,65 -74,60,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
246,Antigonish County,Male,75 +,190,10,0,0,0,0,0,0,45,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,75,0,0,0,0,5,0,0,5,0,0,0,15,0,0,0,0,0,0,0,0,0
247,Antigonish County,Male,Total,295,10,0,0,0,0,0,0,70,0,0,0,0,0,0,0,45,0,0,0,0,10,0,0,0,0,0,0,0,115,0,0,0,0,15,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
248,Antigonish County,Total,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,Antigonish County,Total,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,Antigonish County,Total,35 - 64,75,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,20,0,5,0,0,0,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
251,Antigonish County,Total,65 -74,105,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,20,0,5,0,0,10,0,0,0,0,30,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
252,Antigonish County,Total,75 +,315,10,0,0,0,0,0,0,85,0,0,0,0,0,0,0,55,0,0,25,0,5,0,0,10,0,0,0,0,80,0,0,0,0,10,0,0,5,0,0,0,25,0,0,0,0,0,0,0,0,0
253,Antigonish County,Total,Total,505,15,0,0,0,0,0,0,115,0,0,0,0,0,0,0,75,0,0,65,0,20,0,0,20,0,0,0,0,125,0,0,0,0,25,0,0,20,0,0,0,35,0,0,0,0,0,0,0,0,0
254,Inverness County,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
255,Inverness County,Female,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,Inverness County,Female,35 - 64,50,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,15,0,5,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
257,Inverness County,Female,65 -74,55,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
258,Inverness County,Female,75 +,175,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,0,0,35,0,5,0,0,20,0,0,0,0,20,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
259,Inverness County,Female,Total,290,5,0,0,0,0,0,0,60,0,0,0,0,0,0,0,45,0,0,70,0,10,0,0,35,0,0,0,0,25,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
260,Inverness County,Male,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,Inverness County,Male,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
262,Inverness County,Male,35 - 64,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
263,Inverness County,Male,65 -74,80,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
264,Inverness County,Male,75 +,215,10,0,0,0,0,0,0,40,0,0,0,0,0,0,0,50,0,0,0,0,5,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
265,Inverness County,Male,Total,335,15,0,0,0,0,0,0,70,0,0,0,0,0,0,0,75,0,0,0,0,10,0,0,0,0,0,0,0,130,0,0,0,0,5,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
266,Inverness County,Total,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
267,Inverness County,Total,20 - 34,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
268,Inverness County,Total,35 - 64,80,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,15,0,10,0,0,10,0,0,0,0,15,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
269,Inverness County,Total,65 -74,135,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,35,0,0,15,0,5,0,0,5,0,0,0,0,30,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
270,Inverness County,Total,75 +,390,10,0,0,0,0,0,0,85,0,0,0,0,0,0,0,80,0,0,35,0,10,0,0,20,0,0,0,0,110,0,0,0,0,10,0,0,10,0,0,0,20,0,0,0,0,0,0,0,0,0
271,Inverness County,Total,Total,625,20,0,0,0,0,0,0,130,0,0,0,0,0,0,0,125,0,0,70,0,20,0,0,35,0,0,0,0,155,0,0,0,0,20,0,0,25,0,0,0,35,0,0,0,0,0,0,0,0,0
272,Richmond County,Female,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
273,Richmond County,Female,20 - 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,Richmond County,Female,35 - 64,35,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
275,Richmond County,Female,65 -74,20,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
276,Richmond County,Female,75 +,80,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,15,0,0,0,0,10,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0
277,Richmond County,Female,Total,140,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,15,0,0,40,0,5,0,0,15,0,0,0,0,5,0,0,0,0,10,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0
278,Richmond County,Male,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
279,Richmond County,Male,20 - 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
280,Richmond County,Male,35 - 64,15,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
281,Richmond County,Male,65 -74,40,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
282,Richmond County,Male,75 +,155,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,25,0,0,0,0,5,0,0,0,0,0,0,0,55,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
283,Richmond County,Male,Total,205,10,0,0,0,0,0,0,55,0,0,0,0,0,0,0,35,0,0,0,0,5,0,0,0,0,0,0,0,80,0,0,0,0,5,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
284,Richmond County,Total,0 - 19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
285,Richmond County,Total,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
286,Richmond County,Total,35 - 64,50,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,5,0,0,15,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
287,Richmond County,Total,65 -74,60,5,0,0,0,0,0,0,10,0,0,0,0,0,0,0,10,0,0,5,0,0,0,0,5,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
288,Richmond County,Total,75 +,230,10,0,0,0,0,0,0,65,0,0,0,0,0,0,0,35,0,0,15,0,5,0,0,10,0,0,0,0,60,0,0,0,0,10,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
289,Richmond County,Total,Total,345,15,0,0,0,0,0,0,80,0,0,0,0,0,0,0,50,0,0,40,0,10,0,0,15,0,0,0,0,85,0,0,0,0,15,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0
290,Cape Breton County,Female,0 - 19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
291,Cape Breton County,Female,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
292,Cape Breton County,Female,35 - 64,330,5,0,0,0,0,0,0,45,0,0,0,0,0,0,0,30,0,0,120,0,15,0,0,60,0,0,0,0,10,0,0,0,0,15,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0
293,Cape Breton County,Female,65 -74,290,10,0,0,0,0,0,0,45,0,0,0,0,0,0,0,50,0,0,100,0,5,0,0,45,0,0,0,0,10,0,0,0,0,10,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
294,Cape Breton County,Female,75 +,995,20,0,0,0,0,0,0,275,0,0,0,0,0,0,0,170,0,0,225,0,10,0,0,100,0,0,0,0,60,0,0,0,0,20,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,0
295,Cape Breton County,Female,Total,1660,35,0,0,0,0,0,0,370,0,0,0,0,0,0,0,250,0,0,450,0,30,0,0,215,0,0,0,0,80,0,0,0,0,55,0,0,60,0,0,0,125,0,0,0,0,0,0,0,0,0
296,Cape Breton County,Male,0 - 19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
297,Cape Breton County,Male,20 - 34,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
298,Cape Breton County,Male,35 - 64,215,20,0,0,0,0,0,0,55,0,0,0,0,0,0,0,25,0,0,0,0,10,0,0,0,0,0,0,0,45,0,0,0,0,20,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
299,Cape Breton County,Male,65 -74,380,30,0,0,0,0,0,0,110,0,0,0,0,0,0,0,85,0,0,0,0,10,0,0,0,0,0,0,0,95,0,0,0,0,10,0,0,10,0,0,0,25,0,0,0,0,0,0,0,0,0
300,Cape Breton County,Male,75 +,1080,45,0,0,0,0,0,0,300,0,0,0,0,0,0,0,245,0,0,5,0,20,0,0,0,0,0,0,0,325,0,0,0,0,35,0,0,45,0,0,0,65,0,0,0,0,0,0,0,0,0
301,Cape Breton County,Male,Total,1710,100,0,0,0,0,0,0,465,0,0,0,0,0,0,0,360,0,0,5,0,40,0,0,0,0,0,0,0,475,0,0,0,0,70,0,0,85,0,0,0,120,0,0,0,0,0,0,0,0,0
302,Cape Breton County,Total,0 - 19,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
303,Cape Breton County,Total,20 - 34,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,10,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
304,Cape Breton County,Total,35 - 64,545,25,0,0,0,0,0,0,105,0,0,0,0,0,0,0,55,0,0,120,0,25,0,0,60,0,0,0,0,55,0,0,0,0,35,0,0,25,0,0,0,40,0,0,0,0,0,0,0,0,0
305,Cape Breton County,Total,65 -74,670,40,0,0,0,0,0,0,155,0,0,0,0,0,0,0,130,0,0,100,0,15,0,0,45,0,0,0,0,105,0,0,0,0,20,0,0,15,0,0,0,45,0,0,0,0,0,0,0,0,0
306,Cape Breton County,Total,75 +,2075,65,0,0,0,0,0,0,570,0,0,0,0,0,0,0,415,0,0,230,0,30,0,0,100,0,0,0,0,385,0,0,0,0,55,0,0,90,0,0,0,135,0,0,0,0,0,0,0,0,0
307,Cape Breton County,Total,Total,3370,135,0,0,0,0,0,0,835,0,0,0,0,0,0,0,605,0,0,455,0,70,0,0,215,0,0,0,0,555,0,0,0,0,125,0,0,145,0,0,0,240,0,0,0,0,0,0,0,0,0
308,Victoria County,Female,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
309,Victoria County,Female,20 - 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
310,Victoria County,Female,35 - 64,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
311,Victoria County,Female,65 -74,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
312,Victoria County,Female,75 +,70,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,15,0,0,15,0,0,0,0,5,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
313,Victoria County,Female,Total,115,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,20,0,0,30,0,0,0,0,15,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
314,Victoria County,Male,0 - 19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
315,Victoria County,Male,20 - 34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
316,Victoria County,Male,35 - 64,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
317,Victoria County,Male,65 -74,25,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
318,Victoria County,Male,75 +,85,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,20,0,0,0,0,5,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
319,Victoria County,Male,Total,120,5,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,0,0,0,5,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
320,Victoria County,Total,20 - 34,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
321,Victoria County,Total,35 - 64,30,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,10,0,5,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
322,Victoria County,Total,65 -74,45,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,15,0,0,5,0,0,0,0,5,0,0,0,0,10,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
323,Victoria County,Total,75 +,155,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,35,0,0,15,0,5,0,0,5,0,0,0,0,40,0,0,0,0,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
324,Victoria County,Total,Total,240,5,0,0,0,0,0,0,55,0,0,0,0,0,0,0,50,0,0,30,0,10,0,0,15,0,0,0,0,45,0,0,0,0,15,0,0,5,0,0,0,10,0,0,0,0,0,0,0,0,0
325,South Shore Health,Female,0 - 19,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
326,South Shore Health,Female,20 - 34,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
327,South Shore Health,Female,35 - 64,170,5,0,0,0,0,0,0,20,0,0,0,0,0,0,0,10,0,0,60,0,15,0,0,20,0,0,0,0,10,0,0,0,0,5,0,0,10,0,0,0,15,0,0,0,0,0,0,0,0,0
328,South Shore Health,Female,65 -74,180,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,30,0,0,60,0,10,0,0,25,0,0,0,0,10,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
329,South Shore Health,Female,75 +,485,5,0,0,0,0,0,0,110,0,0,0,0,0,0,0,70,0,0,115,0,25,0,0,45,0,0,0,0,35,0,0,0,0,20,0,0,20,0,0,0,45,0,0,0,0,0,0,0,0,0
330,South Shore Health,Female,Total,860,20,0,0,0,0,0,0,155,0,0,0,0,0,0,0,110,0,0,240,0,45,0,0,95,0,0,0,0,55,0,0,0,0,30,0,0,40,0,0,0,70,0,0,0,0,0,0,0,0,0
331,South Shore Health,Male,0 - 19,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0
332,South Shore Health,Male,20 - 34,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
333,South Shore Health,Male,35 - 64,145,10,0,0,0,0,0,0,25,0,0,0,0,0,0,0,20,0,0,0,0,10,0,0,0,0,0,0,0,40,0,0,0,0,15,0,0,5,0,0,0,20,0,0,0,0,0,0,0,0,0
334,South Shore Health,Male,65 -74,225,15,0,0,0,0,0,0,35,0,0,0,0,0,0,0,40,0,0,0,0,10,0,0,0,0,0,0,0,100,0,0,0,0,10,0,0,10,0,0,0,10,0,0,0,0,0,0,0,0,0
335,South Shore Health,Male,75 +,685,20,0,0,0,0,0,0,155,0,0,0,0,0,0,0,125,0,0,0,0,20,0,0,0,0,0,0,0,270,0,0,0,0,30,0,0,20,0,0,0,45,0,0,0,0,0,0,0,0,0
336,South Shore Health,Male,Total,1075,45,0,0,0,0,0,0,215,0,0,0,0,0,0,0,185,0,0,5,0,45,0,0,0,0,0,0,0,415,0,0,0,0,60,0,0,35,0,0,0,75,0,0,0,0,0,0,0,0,0
337,South Shore Health,Total,0 - 19,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
338,South Shore Health,Total,20 - 34,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,5,0,0,5,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,5,0,0,0,0,0,0,0,0,0
339,South Shore Health,Total,35 - 64,315,15,0,0,0,0,0,0,40,0,0,0,0,0,0,0,30,0,0,65,0,25,0,0,20,0,0,0,0,50,0,0,0,0,20,0,0,10,0,0,0,35,0,0,0,0,0,0,0,0,0
340,South Shore Health,Total,65 -74,405,25,0,0,0,0,0,0,60,0,0,0,0,0,0,0,70,0,0,60,0,15,0,0,25,0,0,0,0,110,0,0,0,0,15,0,0,15,0,0,0,15,0,0,0,0,0,0,0,0,0
